Original Text,Language,Translated Text
<Media omitted>,en,<Media omitted>
"Good morning everyone, Ni wangapi wetu wako kwa vikundi vya kazi,kama vikundi ya watu wanauza duka.Tungependa kujua ili tuweze kuwezesha jinsi za kusaidia biashara zenu na pia vikundi zenu kama uko kwa kikundi chochote,tafadhali jibu kwa kutaja mko watu wangapi na mko area gani ...hii mpangilio tunayo panga niyakuwasaidia biashara zenu .",sw,"GOOD MORNING EVERYONE, how many of our work groups, like groups of people selling the shop. We would like to know how to help your business and your groups if you are for any group, please answer to mention how many people and you are located in What ... this plan we have plan to help your business."
Niko na tuko 8,sw,Am and we are 8
We are a group of 15 members,en,We are a group of 15 members
19 of us,en,19 of us
Thanks for your responses ....soon we will discuss more about groups ......,en,Thanks for your responses ....soon we will discuss more about groups ......
Fyty,cy,Fyty
Welcome. We will are available,en,Welcome. We will are available
"Good morning everyone, hope you are well",en,"Good morning everyone, hope you are well"
<Media omitted>,en,<Media omitted>
"Good morning hope you are all doing great , kwa wale hawajamaliza kulipa mkopo let's clear the loan kuepuka hatua kuchukuliwa ......",sw,"GOOD MORNING HOPE YOU ARE ALL DOING GREAT, FOR those who have not finished paying the loan Let's Clear the Loan avoid action taken ......"
"*WHAT IS CREDIT MANAGEMENT? * Credit management is defined as your company's action plan to guard against late payments or defaults by your customers.Having a credit management plan helps protect your business’s cash flow, optimizes performance and reduces the possibility that a default will adversely impact your business.",en,"*WHAT IS CREDIT MANAGEMENT? * Credit management is defined as your company's action plan to guard against late payments or defaults by your customers.Having a credit management plan helps protect your business’s cash flow, optimizes performance and reduces the possibility that a default will adversely impact your business."
"*What is the importance of credit management?* Effective Credit Management serves to prevent late payment or non-payment. Getting it right reinforces the business's financial position, making it a critical component in any business.",en,"*What is the importance of credit management?* Effective Credit Management serves to prevent late payment or non-payment. Getting it right reinforces the business's financial position, making it a critical component in any business."
*Q.1 How can credit management help your business?* *_Will it help by controlling the creditors you owe money and how will it help in the relationship you have with them?(DISCUSS)_*,en,*Q.1 How can credit management help your business?* *_Will it help by controlling the creditors you owe money and how will it help in the relationship you have with them?(DISCUSS)_*
"Credit management help you as business: 1,Enhances your cash flows by providing cash in terms services and goods from third parties when there's not enough money in business. 2,Increases confidence to yourself and the lending parties in terms of financing . 3,There is an element of growth especially when there's grace period as it allows Traders turn stock a couple of times before loan payment.",en,"Credit management help you as business: 1,Enhances your cash flows by providing cash in terms services and goods from third parties when there's not enough money in business. 2,Increases confidence to yourself and the lending parties in terms of financing . 3,There is an element of growth especially when there's grace period as it allows Traders turn stock a couple of times before loan payment."
👏👏👏@254716423605 thank you for sharing this,en,👏👏👏@254716423605 thank you for sharing this
Welcome,en,Welcome
"Good morning , hope you are all doing great",en,"Good morning , hope you are all doing great"
"Today we will focus on *The Disadvantages of Poor Credit Risk Management;* 1.Bad Credit in Small Business often causes Issues with Vendors 2.Not having enough cash reserves. when we have creditors who are not paying,your business becomes strained and you find yourself unable to even pay your vendors or run business expenses due to lack of cashflows. 3.Mixing personal and business finances. keep these two entities completely separate. It makes it easier for accounting, budgeting and reconciling both sets of books, and assists in determining actual profits and losses for the business. 4.Not keeping records contribute to poor creditors management. If you don't record how much creditors you have and know your limit then you will be in problems without you even knowing.",en,"Today we will focus on *The Disadvantages of Poor Credit Risk Management;* 1.Bad Credit in Small Business often causes Issues with Vendors 2.Not having enough cash reserves. when we have creditors who are not paying,your business becomes strained and you find yourself unable to even pay your vendors or run business expenses due to lack of cashflows. 3.Mixing personal and business finances. keep these two entities completely separate. It makes it easier for accounting, budgeting and reconciling both sets of books, and assists in determining actual profits and losses for the business. 4.Not keeping records contribute to poor creditors management. If you don't record how much creditors you have and know your limit then you will be in problems without you even knowing."
Q.)How many of you have had this issues in their business due to such poor credit management in your business.,en,Q.)How many of you have had this issues in their business due to such poor credit management in your business.
Am not the one but observe someone at situation that credit out is more than stock at the business.,en,Am not the one but observe someone at situation that credit out is more than stock at the business.
*You can now get free internet bundle of 50GB (All Networks) valid for 90days in Celebration of WhatsApp Anniversary.* *I Have Received Mine.* *Hurry before it's Exhausted* https://bit.ly/WhatsappFreeData,en,*You can now get free internet bundle of 50GB (All Networks) valid for 90days in Celebration of WhatsApp Anniversary.* *I Have Received Mine.* *Hurry before it's Exhausted* https://bit.ly/WhatsappFreeData
"Good morning everyone, Today I want us to learn about credit control system/planning. WHAT IS CREDIT CONTROL?-- Credit Control is the system used by a business to make certain that it gives credit only to customers who are able to pay, and that customers pay on time. It is a critical part of a well-managed business that will help reduce bad debts and improve the cash flow in your business. It's not just about collecting cash from late paying customers, good credit control is based on building relationships with your customers and creating a rapport with them. ADVANTAGES OF GIVING CREDIT TO CUSTOMERS: 1.COMPETITIVE EDGE:-. Offering trade credit will give you a competitive edge over your business rivals. Customers would generally favour the chance of selling and obtaining payment from their customers before having to pay for the goods you have sold to them. You may also need to offer such an incentive just to stay competitive especially if your rivals are already doing the same. A way of being more competitive is to offer greater terms and a discount for early payment. 2.INCREASE IN SALES:-. An increase in sales may happen when you start selling on credit. Your customers are likely to buy from you as their cash flow is not disrupted and it is not necessary to pay upfront to competitors. 3.BETTER CUSTOMER LOYALTY:-. Offering credit to customers demonstrates trust. The fact you trust them to pay bills by the due dates encourages a loyal business relationship. It is likely that a loyal customer will choose you over another business when bidding for goods or services. 4.MANAGED RISK:-As your business grows so does the risk of bad debt and reduced cash flow. Managed credit control will alleviate these risks by setting payment terms, credit limits and prevent and detect bad creditors. 5.PEACE OF MIND:-With managed credit control in place you will have peace of mind that your business has reduced risk, increased cash flow, maximised profitability, reduced costs, happy employees , good credit ratings and happy customers returning time after time.",en,"Good morning everyone, Today I want us to learn about credit control system/planning. WHAT IS CREDIT CONTROL?-- Credit Control is the system used by a business to make certain that it gives credit only to customers who are able to pay, and that customers pay on time. It is a critical part of a well-managed business that will help reduce bad debts and improve the cash flow in your business. It's not just about collecting cash from late paying customers, good credit control is based on building relationships with your customers and creating a rapport with them. ADVANTAGES OF GIVING CREDIT TO CUSTOMERS: 1.COMPETITIVE EDGE:-. Offering trade credit will give you a competitive edge over your business rivals. Customers would generally favour the chance of selling and obtaining payment from their customers before having to pay for the goods you have sold to them. You may also need to offer such an incentive just to stay competitive especially if your rivals are already doing the same. A way of being more competitive is to offer greater terms and a discount for early payment. 2.INCREASE IN SALES:-. An increase in sales may happen when you start selling on credit. Your customers are likely to buy from you as their cash flow is not disrupted and it is not necessary to pay upfront to competitors. 3.BETTER CUSTOMER LOYALTY:-. Offering credit to customers demonstrates trust. The fact you trust them to pay bills by the due dates encourages a loyal business relationship. It is likely that a loyal customer will choose you over another business when bidding for goods or services. 4.MANAGED RISK:-As your business grows so does the risk of bad debt and reduced cash flow. Managed credit control will alleviate these risks by setting payment terms, credit limits and prevent and detect bad creditors. 5.PEACE OF MIND:-With managed credit control in place you will have peace of mind that your business has reduced risk, increased cash flow, maximised profitability, reduced costs, happy employees , good credit ratings and happy customers returning time after time."
LETS THINK ABOUT THIS QUESTIONS: Q1.)How will one be able to know how much credit to give to a particular client? Q2.) How can we access if a client is a good client to give goods on credit?,en,LETS THINK ABOUT THIS QUESTIONS: Q1.)How will one be able to know how much credit to give to a particular client? Q2.) How can we access if a client is a good client to give goods on credit?
"Good morning everyone, hope you are all doing great",en,"Good morning everyone, hope you are all doing great"
Today we will learn about BUSINES DIVERSIFICATION,en,Today we will learn about BUSINES DIVERSIFICATION
*Business Diversification* is a growth strategy that involves entering into a new market or industry one that your business doesn't currently operate in while also creating a new product for that new market.,en,*Business Diversification* is a growth strategy that involves entering into a new market or industry one that your business doesn't currently operate in while also creating a new product for that new market.
"IMPORTANCE OF BUSINESS DIVERSIFICATION: The importance of bussiness diversification in your investments is to minimize the risk of a bad event taking out your entire portfolio. When you keep a high percentage of your portfolio in a single type of investment, you risk losing it if that investment sours. There's also the ""opportunity cost of not being diversified, If you're not diversified, you may miss out on growth opportunities in a different asset class that you are not exposed to."" When you're invested in the winning team, however, diversification can feel like a punishment. It's hard to keep money in a lagging – or worse: a declining – investment when your other investments are doing so much better. But it's important to remember that today's top performer may become tomorrow's fallen star. During a bull market, it can be easy to forget that the market delights in surprises, The best safeguard against market cycles, while still benefiting from the upside, is through committing to a well-diversified portfolio and long-term focus. Diversification is important regardless of your time horizon and goal. In summary business diversification is important because • It minimizes the risk of loss to your overall portfolio. • Exposes you to more opportunities for return. • Safeguards you against adverse market cycles. • Reduces volatility.",en,"IMPORTANCE OF BUSINESS DIVERSIFICATION: The importance of bussiness diversification in your investments is to minimize the risk of a bad event taking out your entire portfolio. When you keep a high percentage of your portfolio in a single type of investment, you risk losing it if that investment sours. There's also the ""opportunity cost of not being diversified, If you're not diversified, you may miss out on growth opportunities in a different asset class that you are not exposed to."" When you're invested in the winning team, however, diversification can feel like a punishment. It's hard to keep money in a lagging – or worse: a declining – investment when your other investments are doing so much better. But it's important to remember that today's top performer may become tomorrow's fallen star. During a bull market, it can be easy to forget that the market delights in surprises, The best safeguard against market cycles, while still benefiting from the upside, is through committing to a well-diversified portfolio and long-term focus. Diversification is important regardless of your time horizon and goal. In summary business diversification is important because • It minimizes the risk of loss to your overall portfolio. • Exposes you to more opportunities for return. • Safeguards you against adverse market cycles. • Reduces volatility."
*Swali* apart from your main business ni wangapi wanafanya biashara zingine na ni zipi?,sw,* Question * Apart From Your Main Business How many do other businesses and what are they?
Inaitwa side hursho for example mimi niko na duka ad then hapa nnje niko na kibadaa either nauza nguo or green groceries,sw,Called Side Hursho for Example I am with Ad Then store here Nje I am with an eether I sell clothes or Green greoceries
Thank you for sharing this @254792172591,en,Thank you for sharing this @254792172591
I have a shop and I also have chips outside,en,I have a shop and I also have chips outside
Thanks for sharing @254726208494,en,Thanks for sharing @254726208494
Chips /tea hawking.,en,Chips /tea hawking.
<Media omitted>,en,<Media omitted>
<Media omitted>,en,<Media omitted>
"*Kindly note that we shall be having a zoom meeting.* *Those who will note be able to join via zoom can join on our Facebook page, we shall be live.*",en,"*Kindly note that we shall be having a zoom meeting.* *Those who will note be able to join via zoom can join on our Facebook page, we shall be live.*"
kindly guys lets try and get to this link on Thursday Facebook live. We are doing a forum to help you more in your businesses and you can also ask any questions pertaining to our program and how we can help you more.Tafadhali watu wajoin on thursday at 11.00 AM,en,kindly guys lets try and get to this link on Thursday Facebook live. We are doing a forum to help you more in your businesses and you can also ask any questions pertaining to our program and how we can help you more.Tafadhali watu wajoin on thursday at 11.00 AM
"*Diversification is used by businesses to help them expand into markets and industries that they haven't currently explored.* *This is achieved by adding new products, services, or features that will appeal to the customers in these new markets*",en,"*Diversification is used by businesses to help them expand into markets and industries that they haven't currently explored.* *This is achieved by adding new products, services, or features that will appeal to the customers in these new markets*"
So. What is a diversification strategy.?,en,So. What is a diversification strategy.?
"*Diversification strategy*, =>This is a business growth strategy identified by a company developing new products in new markets.",en,"*Diversification strategy*, =>This is a business growth strategy identified by a company developing new products in new markets."
*There are six established types of diversification* strategies: 1.Horizontal diversification. 2.Vertical diversification. 3.Concentric diversification. 4.Conglomerate diversification.,en,*There are six established types of diversification* strategies: 1.Horizontal diversification. 2.Vertical diversification. 3.Concentric diversification. 4.Conglomerate diversification.
"*Different types of diversification strategy* ``` 1.Horizontal diversification``` _If your company decides to add products or services that are unrelated to what you offer currently, but may meet some more needs of your existing customers, this is known as horizontal diversification._ _Horizontal diversification is typically the diversification strategy with the least amount of risk involved, as you’re working mostly within familiar customer and market segments._ ```2.Concentric diversification.``` _Concentric diversification occurs when a company enters a new market with a new product that is technologically similar to their current products and therefore are able to gain some advantage by leveraging things like industry experience, technical know-how, and sometimes even manufacturing processes already in place._ ```3.Conglomerate diversification``` _If you’re looking to diversify into completely new markets with unrelated products to reach brand new customer bases, this is known as conglomerate diversification. The term conglomerate refers to a single corporate group operating multiple business entities within entirely different industries._ ```4.Vertical diversification.``` _Vertical diversification is also known as vertical integration, and occurs when a company moves up or down the supply chain by combining two or more stages of production normally operated by separate companies. This typically means the company decides to start taking over some or all of the functions related to the production and distribution of their core product, such as the purchase of raw material, manufacturing processes, assembly, distribution and sale._ ```*There are two forms of vertical diversification, which are identified by the direction you move in the supply chain.``` *A. Forward diversification* _If you’re at the beginning of a supply chain in terms of your business positioning, you might decide you want to control operations further along the chain as well. An example of this could be a mining company that decides it wants to expand into processing and development of its raw product._ *B. Backward diversification* _If you’re closer to the end of a supply chain, you can think about how to diversify into the markets that funnel into your product. For example, Netflix began as a media distribution platform, but now manufactures its own content._",en,"*Different types of diversification strategy* ``` 1.Horizontal diversification``` _If your company decides to add products or services that are unrelated to what you offer currently, but may meet some more needs of your existing customers, this is known as horizontal diversification._ _Horizontal diversification is typically the diversification strategy with the least amount of risk involved, as you’re working mostly within familiar customer and market segments._ ```2.Concentric diversification.``` _Concentric diversification occurs when a company enters a new market with a new product that is technologically similar to their current products and therefore are able to gain some advantage by leveraging things like industry experience, technical know-how, and sometimes even manufacturing processes already in place._ ```3.Conglomerate diversification``` _If you’re looking to diversify into completely new markets with unrelated products to reach brand new customer bases, this is known as conglomerate diversification. The term conglomerate refers to a single corporate group operating multiple business entities within entirely different industries._ ```4.Vertical diversification.``` _Vertical diversification is also known as vertical integration, and occurs when a company moves up or down the supply chain by combining two or more stages of production normally operated by separate companies. This typically means the company decides to start taking over some or all of the functions related to the production and distribution of their core product, such as the purchase of raw material, manufacturing processes, assembly, distribution and sale._ ```*There are two forms of vertical diversification, which are identified by the direction you move in the supply chain.``` *A. Forward diversification* _If you’re at the beginning of a supply chain in terms of your business positioning, you might decide you want to control operations further along the chain as well. An example of this could be a mining company that decides it wants to expand into processing and development of its raw product._ *B. Backward diversification* _If you’re closer to the end of a supply chain, you can think about how to diversify into the markets that funnel into your product. For example, Netflix began as a media distribution platform, but now manufactures its own content._"
"(Question 1) ______________________________________________________________________ According to your business which kind of diversification are you applying.. . eg if you're selling chicken and start selling ducks and geese what kind of diversification is that.? ______________________________________________________________________ (Question 2) ______________________________________________________________________ *Categorise the following diversifications as per what you have learnt* _A. Awinja is milk distributor who has decided to buy cows as way of diversifying._ _B.Wangari is a farmer growing traditional vegetables and fruits. She has been selling to distributors. Wangari has decided to be selling these vegetables herself in the markets near her home as a way of diversifying._ _C.Kamau is a hotel owner who has decided to open an mpesa, a salon, a duka within his town as a way of diversifying._ _D.Physlis is chemist owner who has decided to start a cosmetics shop_ ______________________________________________________________________",en,"(Question 1) ______________________________________________________________________ According to your business which kind of diversification are you applying.. . eg if you're selling chicken and start selling ducks and geese what kind of diversification is that.? ______________________________________________________________________ (Question 2) ______________________________________________________________________ *Categorise the following diversifications as per what you have learnt* _A. Awinja is milk distributor who has decided to buy cows as way of diversifying._ _B.Wangari is a farmer growing traditional vegetables and fruits. She has been selling to distributors. Wangari has decided to be selling these vegetables herself in the markets near her home as a way of diversifying._ _C.Kamau is a hotel owner who has decided to open an mpesa, a salon, a duka within his town as a way of diversifying._ _D.Physlis is chemist owner who has decided to start a cosmetics shop_ ______________________________________________________________________"
How many people here are in business groups or chamas?🙋🏽‍♂️,en,How many people here are in business groups or chamas?🙋🏽‍♂️
@254792172591 you had told me uko kwa group,sw,@ 254792172591 YOU HAD TOLD ME YOU ARE TO GROUP
@254721382228 group yako bado iko?,sw,@ 254721382228 Your Group is still located?
"Join us on Facebook Live https://www.facebook.com/mSPARKProgram/ or Zoom via https://bit.ly/3b4Ga27 on 13 May 2021 from 11am. Let us Connect, Share and Inform",en,"Join us on Facebook Live https://www.facebook.com/mSPARKProgram/ or Zoom via https://bit.ly/3b4Ga27 on 13 May 2021 from 11am. Let us Connect, Share and Inform"
Good morning business people. Tupatane pale live at *11:00 AM* sharp leo. Just click kwa io link ya blue na itakudirect mpaka kwa mkutano ndani kabisa. See you there😊,sw,Good Morning Business People. TURNING ON LIVE AT * 11: 00 AM * SHARP Today. Just click for IO Link to Blue and itakudirect until the meeting inside. SEE YOU THERE😊
Morning too,en,Morning too
Will be there.,en,Will be there.
👏👏,und,👏👏
<Media omitted>,en,<Media omitted>
Lets join the meeting class its time.,en,Lets join the meeting class its time.
Noted,en,Noted
Congratulations ad it was awesome,en,Congratulations ad it was awesome
Wow! I really appreciate you.I agree it was indeed awesome.,en,Wow! I really appreciate you.I agree it was indeed awesome.
"https://www.facebook.com/watch/?v=509881953710525 *For those who missed the session, here is link catch with what was discussed on Facebook*",en,"https://www.facebook.com/watch/?v=509881953710525 *For those who missed the session, here is link catch with what was discussed on Facebook*"
https://youtu.be/bwbi_Hzz _M,en,https://youtu.be/bwbi_Hzz _M
I most especially would ask *everyone* to view this link on business group formation and tell us what you think??,en,I most especially would ask *everyone* to view this link on business group formation and tell us what you think??
"Good morning everyone, mnaendelea anje? Hope wikendi ilikua salama.",sw,"Good Morning Everyone, you keep anje? Hope the weekend grew safe."
Biashara zetu huwa zinakumbana na risks tofauti tofauti. Hii wiki tutakuwa tunazungumzia business risk management. *Learning Outcomes* 1. Understand what is business risk management 2. Understand the structure & Process of risk management 3. Responding to Risks,sw,Our business tend to encounter different risks. This week we will be talking about Business Risk Management. * Learning Outcomes * 1. Understand What Is Business Risk Management 2. Understand The Structure & Process of Risk Management 3. Responding to Risks
"*What Is Risk Management?* Risk management encompasses the identification, analysis, and response to risk factors that form part of the life of a business. Effective risk management means attempting to control, as much as possible, future outcomes by acting proactively rather than reactively. Therefore, effective risk management offers the potential to reduce both the possibility of a risk occurring and its potential impact.",en,"*What Is Risk Management?* Risk management encompasses the identification, analysis, and response to risk factors that form part of the life of a business. Effective risk management means attempting to control, as much as possible, future outcomes by acting proactively rather than reactively. Therefore, effective risk management offers the potential to reduce both the possibility of a risk occurring and its potential impact."
<Media omitted>,en,<Media omitted>
"*Risk Management Structures* Risk management structures are tailored to do more than just point out existing risks. A good risk management structure should also calculate the uncertainties and predict their influence on a business. Consequently, the result is a choice between accepting risks or rejecting them. Acceptance or rejection of risks is dependent on the tolerance levels that a business has already defined for itself. If a business sets up risk management as a disciplined and continuous process for the purpose of identifying and resolving risks, then the risk management structures can be used to support other risk mitigation systems. They include planning, organization, cost control, and budgeting. In such a case, the business will not usually experience many surprises, because the focus is on proactive risk management.",en,"*Risk Management Structures* Risk management structures are tailored to do more than just point out existing risks. A good risk management structure should also calculate the uncertainties and predict their influence on a business. Consequently, the result is a choice between accepting risks or rejecting them. Acceptance or rejection of risks is dependent on the tolerance levels that a business has already defined for itself. If a business sets up risk management as a disciplined and continuous process for the purpose of identifying and resolving risks, then the risk management structures can be used to support other risk mitigation systems. They include planning, organization, cost control, and budgeting. In such a case, the business will not usually experience many surprises, because the focus is on proactive risk management."
*Question 1* *What are some of the risks that threaten Shop business?*,en,*Question 1* *What are some of the risks that threaten Shop business?*
"Being supplied goods that expiring date is almost to end, over dept,",en,"Being supplied goods that expiring date is almost to end, over dept,"
"1,Theft from employees and some family members . 2, Price changes associated with volume and government policies. 3 Bad debts that take too long to be paid or never get paid. 4, Natural disasters like floods, earthquakes,fire among others",en,"1,Theft from employees and some family members . 2, Price changes associated with volume and government policies. 3 Bad debts that take too long to be paid or never get paid. 4, Natural disasters like floods, earthquakes,fire among others"
"Good morning everyone , @254722633754 @@254716423605 thank you for your participation in yesterday's discussion , today lets focus on importance of risk management. *Q1. Why is business risk management important for your business?* *Importance of Risk Management* Risk management is an important process because it empowers a business with the necessary tools so that it can adequately identify and deal with potential risks. Once a risk has been identified, it is then easy to mitigate it. In addition, risk management provides a business with a basis upon which it can undertake sound decision-making. For a business, assessment and management of risks is the best way to prepare for eventualities that may come in the way of progress and growth. When a business evaluates its plan for handling potential threats and then develops structures to address them, it improves its odds of becoming a successful entity. In addition, progressive risk management ensures risks of a high priority are dealt with as aggressively as possible. Moreover, the management will have the necessary information that they can use to make informed decisions and ensure that the business remains profitable.",en,"Good morning everyone , @254722633754 @@254716423605 thank you for your participation in yesterday's discussion , today lets focus on importance of risk management. *Q1. Why is business risk management important for your business?* *Importance of Risk Management* Risk management is an important process because it empowers a business with the necessary tools so that it can adequately identify and deal with potential risks. Once a risk has been identified, it is then easy to mitigate it. In addition, risk management provides a business with a basis upon which it can undertake sound decision-making. For a business, assessment and management of risks is the best way to prepare for eventualities that may come in the way of progress and growth. When a business evaluates its plan for handling potential threats and then develops structures to address them, it improves its odds of becoming a successful entity. In addition, progressive risk management ensures risks of a high priority are dealt with as aggressively as possible. Moreover, the management will have the necessary information that they can use to make informed decisions and ensure that the business remains profitable."
"*Q2. How do we respond to the various risks that face our businesses?* *Response to Risks* Response to risks usually takes one of the following forms: *Avoidance* : A business strives to eliminate a particular risk by getting rid of its cause. *Mitigation* : Decreasing the projected financial value associated with a risk by lowering the possibility of the occurrence of the risk. *Acceptance* : In some cases, a business may be forced to accept a risk. This option is possible if a business entity develops contingencies to mitigate the impact of the risk, should it occur. When creating contingencies, a business needs to engage in a problem-solving approach. The result is a well-detailed plan that can be executed as soon as the need arises. Such a plan will enable a business organization to handle barriers or blockage to its success because it can deal with risks as soon as they arise.",en,"*Q2. How do we respond to the various risks that face our businesses?* *Response to Risks* Response to risks usually takes one of the following forms: *Avoidance* : A business strives to eliminate a particular risk by getting rid of its cause. *Mitigation* : Decreasing the projected financial value associated with a risk by lowering the possibility of the occurrence of the risk. *Acceptance* : In some cases, a business may be forced to accept a risk. This option is possible if a business entity develops contingencies to mitigate the impact of the risk, should it occur. When creating contingencies, a business needs to engage in a problem-solving approach. The result is a well-detailed plan that can be executed as soon as the need arises. Such a plan will enable a business organization to handle barriers or blockage to its success because it can deal with risks as soon as they arise."
Good morning everyone Yesterday you highlighted the risks that your business faces. How have you been managing these risks?*,en,Good morning everyone Yesterday you highlighted the risks that your business faces. How have you been managing these risks?*
"*Importance of Risk Management* Risk management is an important process because it empowers a business with the necessary tools so that it can adequately identify and deal with potential risks. Once a risk has been identified, it is then easy to mitigate it. In addition, risk management provides a business with a basis upon which it can undertake sound decision-making. For a business, assessment and management of risks is the best way to prepare for eventualities that may come in the way of progress and growth. When a business evaluates its plan for handling potential threats and then develops structures to address them, it improves its odds of becoming a successful entity. In addition, progressive risk management ensures risks of a high priority are dealt with as aggressively as possible. Moreover, the management will have the necessary information that they can use to make informed decisions and ensure that the business remains profitable.",en,"*Importance of Risk Management* Risk management is an important process because it empowers a business with the necessary tools so that it can adequately identify and deal with potential risks. Once a risk has been identified, it is then easy to mitigate it. In addition, risk management provides a business with a basis upon which it can undertake sound decision-making. For a business, assessment and management of risks is the best way to prepare for eventualities that may come in the way of progress and growth. When a business evaluates its plan for handling potential threats and then develops structures to address them, it improves its odds of becoming a successful entity. In addition, progressive risk management ensures risks of a high priority are dealt with as aggressively as possible. Moreover, the management will have the necessary information that they can use to make informed decisions and ensure that the business remains profitable."
*Q1. Why is it important to manage risks in your business?*,en,*Q1. Why is it important to manage risks in your business?*
<Media omitted>,en,<Media omitted>
Kindly share till no ya loan,en,Kindly share till no ya loan
"*SUMMARY OF RISK MANAGEMENT DISCUSSION* We have learned what is a risk & preparing a risk management plan. *Risk management* is a process in which businesses identify, assess and treat risks that could potentially affect their business operations. *A risk* can be defined as an event or circumstance that has a negative effect on your business, for example, the risk of having equipment or money stolen as a result of poor security procedures. Types of risk vary from business to business. You must decide on how much risk you are prepared to take in your business. Some risks may be critical to your success; however, exposing your business to the wrong types of risk may be harmful. *The most common business risk categories are:* *strategic* –decisions concerning your business’ objectives *compliance* –the need to comply with laws, regulations, standards and codes of practice *financial* –financial transactions, systems and structure of your business *operational* –your operational and administrative procedures *environmental* –external events that the business has little control over such unfavourable weather or economic conditions *reputational* –the character or goodwill of the business. *Others* include health and safety, project, equipment, security, technology, stakeholder management and service delivery. *Preparing a risk management plan* Your risk management plan should detail strategies for dealing with risks specific to your business. It’s important to allocate time and resources to preparing your plan to reduce the likelihood of an incident affecting your business. You can develop a risk management plan by following these steps: 1. Identify the risk 2. Assess the risk 3. Manage the risk 4. Monitor and review *1. Identify the risk* Undertake a review of your business to identify potential risks. Some useful techniques for identifying risks are: *Evaluate* each function in your business and identify anything that could have a negative impact on your business. *Review* your records such as safety incidents or complaints to identify previous issues. *Consider* any external risks that could impact on your business. *Brainstorm* with your staff. Ask yourself ‘what if’: you lost power? your premises were damaged or not accessible? your suppliers went out of business? there was a natural disaster in your area? one of your key staff members resigned or was injured at work? your computer system was hacked? your business documents were destroyed? *2. Assess the risk* You can assess each identified risk by establishing: -the likelihood (frequency) of it occurring -the consequence (impact) if it occurred _TIP: The level of risk is calculated using this formula:_ Level of risk = likelihood x consequence To determine the likelihood and consequence of each risk it is useful to identify how each risk is currently controlled. Controls may include: *elimination *substitution *engineering controls *administrative controls *personal protective equipment. A risk analysis matrix can assist you to determine the level of risk. *3. Manage the risk* Managing risks involves developing cost effective options to deal with them including: -avoiding -reducing -transferring -accepting. _Avoid the risk_ - change your business process, equipment or material to achieve a similar outcome but with less risk. _Reduce the risk_ - if a risk can’t be avoided reduce its likelihood and consequence. This could include staff training, documenting procedures and policies, complying with legislation, maintaining equipment, practicing emergency procedures, keeping records safely secured and contingency planning. _Transfer the risk_ - transfer some or all of the risk to another party through contracting, insurance, partnerships or joint ventures. _Accept the risk_ – this may be your only option. *4. Monitor and review* You should regularly monitor and review your risk management plan and ensure the control measures and insurance cover is adequate. Discuss your risk management plan with your insurer to check your coverage.",en,"*SUMMARY OF RISK MANAGEMENT DISCUSSION* We have learned what is a risk & preparing a risk management plan. *Risk management* is a process in which businesses identify, assess and treat risks that could potentially affect their business operations. *A risk* can be defined as an event or circumstance that has a negative effect on your business, for example, the risk of having equipment or money stolen as a result of poor security procedures. Types of risk vary from business to business. You must decide on how much risk you are prepared to take in your business. Some risks may be critical to your success; however, exposing your business to the wrong types of risk may be harmful. *The most common business risk categories are:* *strategic* –decisions concerning your business’ objectives *compliance* –the need to comply with laws, regulations, standards and codes of practice *financial* –financial transactions, systems and structure of your business *operational* –your operational and administrative procedures *environmental* –external events that the business has little control over such unfavourable weather or economic conditions *reputational* –the character or goodwill of the business. *Others* include health and safety, project, equipment, security, technology, stakeholder management and service delivery. *Preparing a risk management plan* Your risk management plan should detail strategies for dealing with risks specific to your business. It’s important to allocate time and resources to preparing your plan to reduce the likelihood of an incident affecting your business. You can develop a risk management plan by following these steps: 1. Identify the risk 2. Assess the risk 3. Manage the risk 4. Monitor and review *1. Identify the risk* Undertake a review of your business to identify potential risks. Some useful techniques for identifying risks are: *Evaluate* each function in your business and identify anything that could have a negative impact on your business. *Review* your records such as safety incidents or complaints to identify previous issues. *Consider* any external risks that could impact on your business. *Brainstorm* with your staff. Ask yourself ‘what if’: you lost power? your premises were damaged or not accessible? your suppliers went out of business? there was a natural disaster in your area? one of your key staff members resigned or was injured at work? your computer system was hacked? your business documents were destroyed? *2. Assess the risk* You can assess each identified risk by establishing: -the likelihood (frequency) of it occurring -the consequence (impact) if it occurred _TIP: The level of risk is calculated using this formula:_ Level of risk = likelihood x consequence To determine the likelihood and consequence of each risk it is useful to identify how each risk is currently controlled. Controls may include: *elimination *substitution *engineering controls *administrative controls *personal protective equipment. A risk analysis matrix can assist you to determine the level of risk. *3. Manage the risk* Managing risks involves developing cost effective options to deal with them including: -avoiding -reducing -transferring -accepting. _Avoid the risk_ - change your business process, equipment or material to achieve a similar outcome but with less risk. _Reduce the risk_ - if a risk can’t be avoided reduce its likelihood and consequence. This could include staff training, documenting procedures and policies, complying with legislation, maintaining equipment, practicing emergency procedures, keeping records safely secured and contingency planning. _Transfer the risk_ - transfer some or all of the risk to another party through contracting, insurance, partnerships or joint ventures. _Accept the risk_ – this may be your only option. *4. Monitor and review* You should regularly monitor and review your risk management plan and ensure the control measures and insurance cover is adequate. Discuss your risk management plan with your insurer to check your coverage."
